2016/10/04,167,64口,"92,100円",458口,"15,300円",190口,"53,700円",834口,"7,600円",429口,"9,200円"
2016/10/05,861,57口,"95,700円",501口,"15,900円",152口,"55,800円","1,296口","7,900円",273口,"9,500円"
2016/10/06,787,84口,"85,600円",289口,"28,500円",180口,"57,000円",330口,"14,200円",501口,"8,500円"
2016/10/07,316,123口,"68,800円",596口,"11,400円",293口,"40,100円","1,124口","5,700円",443口,"6,800円"
2016/10/10,657,66口,"108,700円",520口,"18,100円",135口,"63,400円",908口,"9,000円",464口,"10,800円"
2016/10/11,480,49口,"133,100円",313口,"22,100円",95口,"77,600円",652口,"11,000円",274口,"13,300円"
2016/10/12,829,83口,"78,000円",468口,"13,000円",224口,"45,500円","1,101口","6,500円",522口,"7,800円"
2016/10/13,662,39口,"140,000円",171口,"46,600円",89口,"93,300円",224口,"23,300円",437口,"14,000円"
2016/10/14,271,55口,"79,200円",691口,"13,200円",259口,"46,200円","1,421口","6,600円",444口,"7,900円"
2016/10/17,946,67口,"111,900円",508口,"18,600円",176口,"65,200円",973口,"9,300円",506口,"11,100円"
2016/10/18,410,71口,"87,000円",534口,"14,500円",208口,"50,700円","1,009口","7,200円",340口,"8,700円"
2016/10/19,774,66口,"112,900円",215口,"37,600円",124口,"75,200円",259口,"18,800円",525口,"11,200円"
2016/10/20,693,54口,"80,400円",630口,"13,400円",194口,"46,900円","1,338口","6,700円",511口,"8,000円"
2016/10/21,471,72口,"70,700円",780口,"11,700円",273口,"41,200円","1,583口","5,800円",283口,"7,000円"
2016/10/24,217,149口,"69,500円",674口,"11,500円",301口,"40,500円","1,295口","5,700円",623口,"6,900円"
2016/10/25,111,342口,"86,300円",該当なし,該当なし,該当なし,該当なし,該当なし,該当なし,580口,"8,600円"
2016/10/26,090,81口,"84,000円",323口,"28,000円",177口,"56,000円",405口,"14,000円",510口,"8,400円"
2016/10/27,640,53口,"105,900円",471口,"17,600円",174口,"61,700円",843口,"8,800円",302口,"10,500円"
2016/10/28,568,84口,"79,900円",495口,"13,300円",247口,"46,600円",883口,"6,600円",543口,"7,900円"
2016/10/31,485,83口,"103,300円",554口,"17,200円",165口,"60,200円","1,011口","8,600円",519口,"10,300円"
