2004/12/02,133,136口,"98,600円",240口,"32,800円",127口,"65,700円",508口,"16,400円",861口,"9,800円","103,382,000円"
2004/12/03,288,151口,"102,800円",254口,"34,200円",202口,"68,500円",473口,"17,100円",476口,"10,200円","113,494,600円"
2004/12/06,301,208口,"88,800円",803口,"14,800円",350口,"51,800円","1,545口","7,400円",461口,"8,800円","142,299,600円"
2004/12/07,966,151口,"93,100円",267口,"31,000円",182口,"62,000円",393口,"15,500円",707口,"9,300円","102,964,600円"
2004/12/08,616,144口,"117,000円",179口,"39,000円",181口,"78,000円",222口,"19,500円",455口,"11,700円","105,834,800円"
2004/12/09,363,138口,"93,800円",327口,"31,200円",181口,"62,500円",469口,"15,600円",390口,"9,300円","101,097,000円"
2004/12/10,662,116口,"120,600円",274口,"40,200円",195口,"80,400円",442口,"20,100円",299口,"12,000円","118,226,800円"
2004/12/13,310,296口,"79,000円",882口,"13,100円",367口,"46,000円","1,511口","6,500円",686口,"7,900円","149,612,200円"
2004/12/14,609,149口,"90,700円",505口,"15,100円",278口,"52,900円","1,096口","7,500円",397口,"9,000円","106,105,600円"
2004/12/15,869,128口,"114,200円",483口,"19,000円",201口,"66,600円","1,072口","9,500円",467口,"11,400円","117,238,800円"
2004/12/16,377,155口,"77,800円",306口,"25,900円",236口,"51,800円",451口,"12,900円","1,733口","7,700円","114,612,600円"
2004/12/17,279,135口,"91,100円",681口,"15,100円",326口,"53,100円","1,457口","7,500円",410口,"9,100円","121,768,000円"
2004/12/20,799,258口,"79,800円",411口,"26,600円",327口,"53,200円",600口,"13,300円","1,204口","7,900円","147,869,000円"
2004/12/21,344,114口,"102,900円",228口,"34,300円",185口,"68,600円",404口,"17,100円",917口,"10,200円","108,049,200円"
2004/12/22,082,87口,"128,500円",456口,"21,400円",154口,"74,900円","1,217口","10,700円",354口,"12,800円","111,319,200円"
2004/12/23,824,151口,"76,800円",574口,"12,800円",285口,"44,800円","1,061口","6,400円",655口,"7,600円","96,745,000円"
2004/12/24,095,77口,"152,200円",472口,"25,300円",128口,"88,700円","1,048口","12,600円",388口,"15,200円","120,572,000円"
2004/12/27,625,237口,"80,600円",963口,"13,400円",399口,"47,000円","1,558口","6,700円",769口,"8,000円","149,943,800円"
2004/12/28,497,113口,"99,000円",546口,"16,500円",247口,"57,700円","1,382口","8,200円",366口,"9,900円","110,063,600円"
2004/12/29,213,142口,"82,300円",676口,"13,700円",272口,"48,000円","1,320口","6,800円",535口,"8,200円","105,592,600円"
2004/12/30,815,197口,"77,900円",675口,"12,900円",311口,"45,400円","1,289口","6,400円",445口,"7,700円","111,412,000円"
