2017/11/02,501,82口,"77,700円",590口,"12,900円",230口,"45,300円","1,023口","6,400円",573口,"7,700円"
2017/11/03,221,113口,"69,700円",310口,"23,200円",233口,"46,400円",374口,"11,600円",553口,"6,900円"
2017/11/06,996,72口,"130,500円",231口,"43,500円",123口,"87,000円",252口,"21,700円",451口,"13,000円"
2017/11/07,496,40口,"114,800円",393口,"19,100円",142口,"66,900円",868口,"9,500円",281口,"11,400円"
2017/11/08,714,96口,"66,100円",563口,"11,000円",320口,"38,500円","1,074口","5,500円",326口,"6,600円"
2017/11/09,836,40口,"99,400円",477口,"16,500円",155口,"57,900円","1,014口","8,200円",397口,"9,900円"
2017/11/10,621,107口,"68,700円",582口,"11,400円",242口,"40,000円","1,168口","5,700円",708口,"6,800円"
2017/11/13,732,75口,"75,100円",805口,"12,500円",242口,"43,800円","1,558口","6,200円",596口,"7,500円"
2017/11/14,523,105口,"73,400円",410口,"12,200円",241口,"42,800円",842口,"6,100円",477口,"7,300円"
2017/11/15,385,139口,"52,800円",747口,"8,800円",373口,"30,800円","1,523口","4,400円",435口,"5,200円"
2017/11/16,754,47口,"123,600円",391口,"20,600円",95口,"72,100円",740口,"10,300円",377口,"12,300円"
2017/11/17,434,46口,"121,600円",222口,"40,500円",92口,"81,000円",259口,"20,200円",660口,"12,100円"
2017/11/20,891,89口,"82,800円",639口,"13,800円",220口,"48,300円","1,427口","6,900円",303口,"8,200円"
2017/11/21,176,66口,"101,800円",397口,"16,900円",135口,"59,300円",883口,"8,400円",282口,"10,100円"
2017/11/22,609,74口,"81,000円",483口,"13,500円",226口,"47,200円",873口,"6,700円",408口,"8,100円"
2017/11/23,794,66口,"95,300円",375口,"15,800円",159口,"55,500円",772口,"7,900円",292口,"9,500円"
2017/11/24,177,124口,"88,000円",219口,"29,300円",136口,"58,600円",307口,"14,600円",624口,"8,800円"
2017/11/27,173,75口,"90,000円",679口,"15,000円",177口,"52,500円","1,374口","7,500円",398口,"9,000円"
2017/11/28,261,72口,"89,000円",500口,"14,800円",116口,"51,900円","1,037口","7,400円",582口,"8,900円"
2017/11/29,782,61口,"83,000円",536口,"13,800円",193口,"48,400円","1,148口","6,900円",371口,"8,300円"
2017/11/30,820,73口,"90,900円",423口,"15,100円",222口,"53,000円",800口,"7,500円",333口,"9,000円"
