2010/08/03,014,55口,"116,000円",419口,"19,300円",133口,"67,600円",976口,"9,600円",383口,"11,600円","83,058,200円"
2010/08/04,828,158口,"70,500円",226口,"23,500円",275口,"47,000円",256口,"11,700円",713口,"7,000円","83,186,400円"
2010/08/05,673,157口,"77,500円",431口,"12,900円",212口,"45,200円","1,051口","6,400円",541口,"7,700円","85,204,600円"
2010/08/06,011,59口,"138,300円",222口,"46,100円",78口,"92,200円",318口,"23,000円",466口,"13,800円","87,503,200円"
2010/08/09,076,86口,"120,400円",485口,"20,000円",133口,"70,200円",916口,"10,000円",524口,"12,000円","99,882,200円"
2010/08/10,403,60口,"123,400円",299口,"20,500円",162口,"71,900円",689口,"10,200円",337口,"12,300円","81,040,000円"
2010/08/11,054,53口,"126,500円",332口,"21,000円",116口,"73,700円",830口,"10,500円",450口,"12,600円","81,578,800円"
2010/08/12,607,63口,"125,400円",326口,"20,900円",147口,"73,100円",772口,"10,400円",329口,"12,500円","83,734,800円"
2010/08/13,424,110口,"113,000円",210口,"37,600円",147口,"75,300円",268口,"18,800円",559口,"11,300円","95,076,200円"
2010/08/16,232,186口,"74,700円",397口,"24,900円",247口,"49,800円",534口,"12,400円",905口,"7,400円","110,028,600円"
2010/08/17,193,107口,"82,900円",499口,"13,800円",270口,"48,300円","1,044口","6,900円",347口,"8,200円","86,477,000円"
2010/08/18,931,77口,"106,000円",438口,"17,600円",148口,"61,800円","1,042口","8,800円",393口,"10,600円","85,414,200円"
2010/08/19,633,60口,"119,400円",224口,"39,800円",116口,"79,600円",305口,"19,900円",726口,"11,900円","89,019,400円"
2010/08/20,092,88口,"115,100円",429口,"19,100円",156口,"67,100円",932口,"9,500円",446口,"11,500円","95,345,800円"
2010/08/23,530,138口,"98,200円",590口,"16,300円",236口,"57,200円",985口,"8,100円",435口,"9,800円","109,038,200円"
2010/08/24,553,96口,"93,800円",261口,"31,200円",173口,"62,500円",343口,"15,600円",487口,"9,300円","84,267,400円"
2010/08/25,371,101口,"93,300円",545口,"15,500円",195口,"54,400円","1,082口","7,700円",376口,"9,300円","89,937,600円"
2010/08/26,199,86口,"106,500円",266口,"35,500円",162口,"71,000円",385口,"17,700円",478口,"10,600円","93,411,400円"
2010/08/27,054,82口,"122,500円",410口,"20,400円",139口,"71,400円",843口,"10,200円",476口,"12,200円","95,110,800円"
2010/08/30,296,105口,"110,500円",597口,"18,400円",198口,"64,400円","1,130口","9,200円",376口,"11,000円","111,011,800円"
2010/08/31,551,133口,"95,800円",235口,"31,900円",170口,"63,800円",303口,"15,900円",393口,"9,500円","88,248,000円"
