第4395回,2016/05/03,732,75口,"84,600円",539口,"14,100円",141口,"49,300円","1,270口","7,000円",425口,"8,400円"
第4396回,2016/05/04,942,57口,"103,400円",510口,"17,200円",101口,"60,300円","1,116口","8,600円",438口,"10,300円"
第4397回,2016/05/05,987,46口,"105,700円",452口,"17,600円",151口,"61,600円",939口,"8,800円",415口,"10,500円"
第4398回,2016/05/06,528,158口,"59,500円",621口,"9,900円",351口,"34,700円","1,124口","4,900円",590口,"5,900円"
第4399回,2016/05/09,468,189口,"70,900円",618口,"11,800円",328口,"41,300円",907口,"5,900円",522口,"7,000円"
第4400回,2016/05/10,933,36口,"107,500円",227口,"35,800円",115口,"71,600円",278口,"17,900円",888口,"10,700円"
第4401回,2016/05/11,511,324口,"37,200円",449口,"12,400円",532口,"24,800円",431口,"6,200円",698口,"3,700円"
第4402回,2016/05/12,497,88口,"100,300円",379口,"16,700円",157口,"58,500円",874口,"8,300円",326口,"10,000円"
第4403回,2016/05/13,339,72口,"98,400円",227口,"32,800円",169口,"65,600円",271口,"16,400円",656口,"9,800円"
第4404回,2016/05/16,975,98口,"99,700円",526口,"16,600円",187口,"58,100円",870口,"8,300円",528口,"9,900円"
第4405回,2016/05/17,750,80口,"96,300円",379口,"16,000円",169口,"56,100円",826口,"8,000円",365口,"9,600円"
第4406回,2016/05/18,590,60口,"82,200円",593口,"13,700円",218口,"47,900円","1,214口","6,800円",433口,"8,200円"
第4407回,2016/05/19,237,67口,"98,900円",438口,"16,400円",155口,"57,600円",988口,"8,200円",384口,"9,800円"
第4408回,2016/05/20,402,81口,"85,600円",478口,"14,200円",233口,"49,900円",993口,"7,100円",524口,"8,500円"
第4409回,2016/05/23,985,159口,"90,800円",416口,"15,100円",173口,"52,900円",996口,"7,500円",468口,"9,000円"
第4410回,2016/05/24,664,43口,"115,800円",204口,"38,600円",133口,"77,200円",249口,"19,300円",440口,"11,500円"
第4411回,2016/05/25,070,154口,"85,600円",246口,"28,500円",142口,"57,000円",280口,"14,200円",316口,"8,500円"
第4412回,2016/05/26,642,65口,"92,800円",542口,"15,400円",148口,"54,100円","1,121口","7,700円",332口,"9,200円"
第4413回,2016/05/27,271,56口,"84,400円",617口,"14,000円",191口,"49,200円","1,399口","7,000円",320口,"8,400円"
第4414回,2016/05/30,921,126口,"82,000円",600口,"13,600円",227口,"47,800円","1,159口","6,800円",468口,"8,200円"
第4415回,2016/05/31,397,100口,"90,500円",419口,"15,000円",169口,"52,700円",866口,"7,500円",326口,"9,000円"
