第0749回,2000/09/04,920,330口,"67,800円","1,216口","11,300円",527口,"39,500円","2,237口","5,600円",487口,"6,700円","162,144,200円"
第0750回,2000/09/06,912,302口,"60,400円","1,157口","10,000円",547口,"35,200円","2,447口","5,000円",632口,"6,000円","145,269,400円"
第0751回,2000/09/08,266,173口,"113,700円",291口,"37,900円",223口,"75,800円",540口,"18,900円",907口,"11,300円","151,442,800円"
第0752回,2000/09/11,370,160口,"104,700円",759口,"17,400円",246口,"61,000円","1,731口","8,700円",572口,"10,400円","146,961,400円"
第0753回,2000/09/13,208,205口,"96,400円",643口,"16,000円",329口,"56,200円","1,412口","8,000円",345口,"9,600円","140,605,400円"
第0754回,2000/09/15,307,223口,"93,000円",644口,"15,500円",325口,"54,200円","1,224口","7,700円",362口,"9,300円","136,113,400円"
第0755回,2000/09/18,982,182口,"82,900円",988口,"13,800円",371口,"48,300円","2,273口","6,900円",729口,"8,200円","152,092,200円"
第0756回,2000/09/20,386,198口,"84,600円",955口,"14,100円",309口,"49,300円","1,983口","7,000円",371口,"8,400円","139,164,800円"
第0757回,2000/09/22,375,298口,"64,800円","1,202口","10,800円",454口,"37,800円","2,125口","5,400円",631口,"6,400円","144,610,200円"
第0758回,2000/09/25,088,149口,"149,100円",227口,"49,700円",163口,"99,400円",376口,"24,800円",584口,"14,900円","150,620,800円"
第0759回,2000/09/27,548,161口,"99,000円",753口,"16,500円",320口,"57,700円","1,492口","8,200円",459口,"9,900円","141,578,800円"
第0760回,2000/09/29,699,137口,"131,500円",268口,"43,800円",164口,"87,600円",518口,"21,900円",958口,"13,100円","151,362,200円"
