第0800回,2001/01/05,817,242口,"98,500円",857口,"16,400円",410口,"57,400円","1,658口","8,200円",801口,"9,800円","184,532,200円"
第0801回,2001/01/08,793,197口,"88,300円","1,211口","14,700円",291口,"51,500円","2,245口","7,300円",540口,"8,800円","158,972,800円"
第0802回,2001/01/10,468,277口,"88,200円",922口,"14,700円",415口,"51,400円","1,417口","7,300円",561口,"8,800円","166,089,800円"
第0803回,2001/01/12,405,267口,"97,100円",801口,"16,100円",355口,"56,600円","1,532口","8,000円",627口,"9,700円","172,311,400円"
第0804回,2001/01/15,331,360口,"83,000円",495口,"27,600円",368口,"55,300円",615口,"13,800円",983口,"8,300円","179,216,400円"
第0805回,2001/01/17,224,431口,"58,900円",577口,"19,600円",602口,"39,200円",696口,"9,800円",932口,"5,800円","161,509,400円"
第0806回,2001/01/19,221,419口,"63,500円",718口,"21,100円",540口,"42,300円",826口,"10,500円",645口,"6,300円","172,278,200円"
第0807回,2001/01/22,122,"1,036口","40,800円",886口,"13,600円",766口,"27,200円",823口,"6,800円",838口,"4,000円","187,316,000円"
第0808回,2001/01/24,296,153口,"111,400円",874口,"18,500円",341口,"64,900円","1,641口","9,200円",550口,"11,100円","170,731,200円"
第0809回,2001/01/26,127,734口,"38,600円","1,609口","6,400円","1,365口","22,500円","2,076口","3,200円",980口,"3,800円","177,744,000円"
第0810回,2001/01/29,929,321口,"87,000円",494口,"29,000円",416口,"58,000円",797口,"14,500円",961口,"8,700円","191,858,200円"
第0811回,2001/01/31,559,175口,"126,900円",392口,"42,300円",297口,"84,600円",589口,"21,100円",514口,"12,600円","184,356,800円"
