2006/05/02,735,205口,"60,600円","1,139口","10,100円",320口,"35,300円","1,875口","5,000円",625口,"6,000円","107,913,400円"
2006/05/03,049,67口,"113,000円",527口,"18,800円",162口,"65,900円",976口,"9,400円",420口,"11,300円","93,627,600円"
2006/05/04,861,110口,"90,800円",636口,"15,100円",184口,"52,900円","1,343口","7,500円",335口,"9,000円","94,640,600円"
2006/05/05,074,67口,"137,300円",421口,"22,800円",118口,"80,000円",834口,"11,400円",470口,"13,700円","98,463,200円"
2006/05/08,387,172口,"82,500円",956口,"13,700円",350口,"48,100円","1,778口","6,800円",626口,"8,200円","136,919,600円"
2006/05/09,212,128口,"95,600円",366口,"31,800円",185口,"63,700円",385口,"15,900円",530口,"9,500円","104,265,600円"
2006/05/10,694,97口,"104,200円",586口,"17,300円",181口,"60,700円","1,229口","8,600円",346口,"10,400円","101,284,000円"
2006/05/11,994,148口,"105,700円",258口,"35,200円",205口,"70,400円",342口,"17,600円",239口,"10,500円","106,095,000円"
2006/05/12,176,101口,"113,000円",597口,"18,800円",186口,"65,900円","1,167口","9,400円",419口,"11,300円","112,624,200円"
2006/05/15,109,242口,"81,200円",748口,"13,500円",353口,"47,300円","1,194口","6,700円",894口,"8,100円","137,505,800円"
2006/05/16,423,167口,"69,600円",698口,"11,600円",329口,"40,600円","1,138口","5,800円",706口,"6,900円","99,196,600円"
2006/05/17,694,77口,"111,700円",527口,"18,600円",189口,"65,100円","1,191口","9,300円",289口,"11,100円","100,124,800円"
2006/05/18,299,73口,"122,200円",245口,"40,700円",142口,"81,400円",426口,"20,300円",655口,"12,200円","104,822,600円"
2006/05/19,908,99口,"108,000円",473口,"18,000円",227口,"63,000円","1,032口","9,000円",533口,"10,800円","107,933,600円"
2006/05/22,493,108口,"124,000円",693口,"20,600円",189口,"72,300円","1,330口","10,300円",429口,"12,400円","134,413,200円"
2006/05/23,962,74口,"102,800円",636口,"17,100円",180口,"59,900円","1,298口","8,500円",473口,"10,200円","100,637,800円"
2006/05/24,287,85口,"100,200円",559口,"16,700円",232口,"58,400円","1,249口","8,300円",470口,"10,000円","103,483,000円"
2006/05/25,941,96口,"107,200円",621口,"17,800円",163口,"62,500円","1,310口","8,900円",556口,"10,700円","109,451,400円"
2006/05/26,598,91口,"132,600円",415口,"22,100円",183口,"77,300円",902口,"11,000円",470口,"13,200円","114,716,000円"
2006/05/29,873,173口,"87,300円",964口,"14,500円",327口,"50,900円","1,682口","7,200円",562口,"8,700円","139,920,400円"
2006/05/30,293,116口,"87,300円",693口,"14,500円",256口,"50,900円","1,450口","7,200円",413口,"8,700円","105,370,400円"
2006/05/31,896,105口,"95,200円",666口,"15,800円",231口,"55,500円","1,328口","7,900円",481口,"9,500円","107,855,000円"
