第1343回,2019/01/07,2,8,10,12,19,23,(16),,,,,,2口,"149,831,600円",22口,"3,611,700円",755口,"113,600円","26,068口","3,400円","328,489口","1,000円",0円
第1344回,2019/01/10,8,16,20,28,37,43,(29),,,,,,1口,"200,000,000円",4口,"18,371,500円",194口,"409,000円","9,991口","8,300円","159,732口","1,000円","44,945,823円"
第1345回,2019/01/14,1,15,26,27,29,33,(18),,,,,,該当なし,該当なし,5口,"14,260,400円",239口,"322,100円","11,606口","7,000円","184,888口","1,000円","282,612,734円"
第1346回,2019/01/17,5,10,22,27,38,42,(36),,,,,,3口,"184,111,400円",8口,"10,114,800円",341口,"256,200円","13,469口","6,800円","207,387口","1,000円",0円
第1347回,2019/01/21,8,10,11,18,36,43,(7),,,,,,2口,"116,194,600円",8口,"8,714,800円",214口,"351,800円","11,399口","6,900円","187,011口","1,000円",0円
第1348回,2019/01/24,1,2,14,19,21,33,(43),,,,,,2口,"113,126,700円",5口,"13,575,600円",208口,"352,400円","10,746口","7,200円","169,796口","1,000円",0円
第1349回,2019/01/28,2,16,19,32,34,42,(33),,,,,,該当なし,該当なし,3口,"24,312,300円",189口,"416,700円","9,216口","9,000円","156,759口","1,000円","243,115,607円"
第1350回,2019/01/31,7,8,9,10,20,38,(16),,,,,,1口,"490,945,100円",5口,"14,870,200円",266口,"301,800円","14,247口","5,900円","218,833口","1,000円",0円
