第1033回,2016/01/04,1,15,21,24,37,41,(7),,,,,,2口,"282,753,200円",12口,"11,441,400円",275口,"599,100円","12,533口","11,500円","213,441口","1,000円",0円
第1034回,2016/01/07,14,20,24,25,31,32,(29),,,,,,1口,"127,300,500円",6口,"19,094,900円",185口,"743,100円","9,540口","12,700円","165,368口","1,000円",0円
第1035回,2016/01/11,9,15,17,19,27,33,(40),,,,,,該当なし,該当なし,7口,"14,638,400円",243口,"506,000円","12,436口","8,700円","198,214口","1,000円","113,855,362円"
第1036回,2016/01/14,2,8,17,27,30,31,(13),,,,,,4口,"61,726,800円",11口,"10,885,900円",325口,"442,100円","14,581口","8,600円","216,644口","1,000円",0円
第1037回,2016/01/18,1,3,12,13,21,32,(41),,,,,,1口,"113,813,400円",21口,"4,877,600円",272口,"451,900円","13,238口","8,100円","202,034口","1,000円",0円
第1038回,2016/01/21,3,7,24,25,27,39,(20),,,,,,2口,"52,512,600円",17口,"5,560,100円",514口,"220,600円","17,217口","5,800円","234,727口","1,000円",0円
第1039回,2016/01/25,6,9,20,34,37,41,(25),,,,,,該当なし,該当なし,5口,"22,509,000円",144口,"937,800円","8,495口","14,000円","147,378口","1,000円","125,051,453円"
第1040回,2016/01/28,7,13,15,21,23,34,(12),,,,,,4口,"65,169,100円",4口,"30,515,400円",284口,"515,700円","13,495口","9,500円","211,732口","1,000円",0円
